buoy_id,time,latitude,longitude,station_id,PeakDirection,PeakSpread,SignificantWaveHeight,EnergyPeriod,MeanWavePeriod_Tm01,MeanWavePeriod_Tm02,PeakPeriod,qcflag
,UTC,degrees_north,degrees_east,,degrees_true,degrees_true,m,s,s,s,s,
1,2017-09-11T01:08:00Z,54.2311,-10.146,Belmullet Wave Buoy Berth B,279.8,28.0,7.07,12.020704,10.51,9.524,15.38,0
1,2017-09-11T01:38:00Z,54.2311,-10.146,Belmullet Wave Buoy Berth B,286.9,20.0,6.98,11.49659,9.94,8.889,14.29,0
1,2017-09-11T02:08:00Z,54.2311,-10.146,Belmullet Wave Buoy Berth B,285.5,23.6,7.23,12.470806,10.79,9.524,15.38,0
1,2017-09-11T02:38:00Z,54.2311,-10.146,Belmullet Wave Buoy Berth B,285.5,14.4,6.42,11.79664,10.09,8.889,12.5,0
1,2017-09-11T03:08:00Z,54.2311,-10.146,Belmullet Wave Buoy Berth B,286.9,21.7,7.37,12.289434,10.78,9.756,14.29,0
1,2017-09-11T03:38:00Z,54.2311,-10.146,Belmullet Wave Buoy Berth B,291.1,31.0,6.59,11.557876,9.98,8.889,15.38,0
1,2017-09-11T04:08:00Z,54.2311,-10.146,Belmullet Wave Buoy Berth B,295.3,22.9,6.55,11.604379,10.07,8.889,14.29,0
1,2017-09-11T04:38:00Z,54.2311,-10.146,Belmullet Wave Buoy Berth B,286.9,28.0,6.98,11.985485,10.41,9.302,15.38,0
1,2017-09-11T05:08:00Z,54.2311,-10.146,Belmullet Wave Buoy Berth B,282.7,32.2,6.22,11.050993,9.47,8.511,14.29,0
1,2017-09-11T05:38:00Z,54.2311,-10.146,Belmullet Wave Buoy Berth B,284.1,25.1,6.31,11.27787,9.72,8.696,15.38,0
1,2017-09-11T06:08:00Z,54.2311,-10.146,Belmullet Wave Buoy Berth B,278.4,21.3,6.71,12.109608,10.47,9.302,15.38,0
1,2017-09-11T06:38:00Z,54.2311,-10.146,Belmullet Wave Buoy Berth B,284.1,21.6,5.77,11.014792,9.39,8.333,15.38,0
1,2017-09-11T07:08:00Z,54.2311,-10.146,Belmullet Wave Buoy Berth B,277.0,19.7,5.82,11.037642,9.5,8.511,15.38,0
1,2017-09-11T07:38:00Z,54.2311,-10.146,Belmullet Wave Buoy Berth B,289.7,14.3,5.98,10.985281,9.62,8.696,13.33,0
1,2017-09-11T08:08:00Z,54.2311,-10.146,Belmullet Wave Buoy Berth B,274.2,26.7,5.28,10.464384,9.01,8.163,15.38,0
1,2017-09-11T08:38:00Z,54.2311,-10.146,Belmullet Wave Buoy Berth B,286.9,27.3,5.03,10.268944,8.9,8.0,13.33,0
1,2017-09-11T09:08:00Z,54.2311,-10.146,Belmullet Wave Buoy Berth B,282.7,29.4,5.51,10.255868,8.93,8.163,14.29,0
1,2017-09-11T09:38:00Z,54.2311,-10.146,Belmullet Wave Buoy Berth B,285.5,25.2,5.41,10.5689,9.18,8.333,14.29,0
1,2017-09-11T10:08:00Z,54.2311,-10.146,Belmullet Wave Buoy Berth B,288.3,21.7,5.94,10.380237,9.29,8.511,11.76,0
1,2017-09-11T10:38:00Z,54.2311,-10.146,Belmullet Wave Buoy Berth B,284.1,26.5,5.81,10.774804,9.43,8.511,14.29,0
1,2017-09-11T11:08:00Z,54.2311,-10.146,Belmullet Wave Buoy Berth B,279.8,24.3,5.63,10.712179,9.41,8.511,13.33,0
1,2017-09-11T11:38:00Z,54.2311,-10.146,Belmullet Wave Buoy Berth B,288.3,26.3,5.39,9.937089,8.76,8.0,12.5,0
1,2017-09-11T12:08:00Z,54.2311,-10.146,Belmullet Wave Buoy Berth B,288.3,34.5,4.85,9.698937,8.37,7.692,14.29,0
1,2017-09-11T12:38:00Z,54.2311,-10.146,Belmullet Wave Buoy Berth B,288.3,18.9,5.21,10.164797,8.86,8.0,12.5,0
1,2017-09-11T13:08:00Z,54.2311,-10.146,Belmullet Wave Buoy Berth B,279.8,19.2,5.08,10.325511,9.0,8.163,13.33,0
1,2017-09-11T13:38:00Z,54.2311,-10.146,Belmullet Wave Buoy Berth B,284.1,21.3,4.97,9.942869,8.68,7.843,13.33,0
1,2017-09-11T14:08:00Z,54.2311,-10.146,Belmullet Wave Buoy Berth B,284.1,28.9,4.89,9.695707,8.41,7.692,12.5,0
1,2017-09-11T14:38:00Z,54.2311,-10.146,Belmullet Wave Buoy Berth B,277.0,20.3,5.14,10.180268,8.94,8.163,12.5,0
1,2017-09-11T15:08:00Z,54.2311,-10.146,Belmullet Wave Buoy Berth B,282.7,24.3,4.73,9.778473,8.45,7.547,12.5,0
2,2017-09-10T18:32:00Z,52.754683,-9.703683,Westwave MK3,291.1,27.6,7.57,10.79779,9.73,8.889,12.5,0
2,2017-09-10T19:02:00Z,52.754683,-9.703683,Westwave MK3,289.7,21.6,8.37,10.994034,9.99,9.302,12.5,0
2,2017-09-10T19:32:00Z,52.754683,-9.703683,Westwave MK3,282.7,29.7,7.14,10.477592,9.26,8.511,12.5,0
2,2017-09-10T20:02:00Z,52.754683,-9.703683,Westwave MK3,296.7,23.7,8.13,11.069277,9.96,9.091,13.33,0
2,2017-09-10T20:32:00Z,52.754683,-9.703683,Westwave MK3,288.3,21.2,9.15,11.716425,10.63,9.756,14.29,0
2,2017-09-10T21:02:00Z,52.754683,-9.703683,Westwave MK3,288.3,21.9,9.08,11.853898,10.62,9.756,15.38,0
2,2017-09-10T21:32:00Z,52.754683,-9.703683,Westwave MK3,285.5,23.3,8.76,11.642191,10.45,9.524,14.29,0
2,2017-09-10T22:02:00Z,52.754683,-9.703683,Westwave MK3,292.5,22.9,9.12,11.90028,10.73,10.0,14.29,0
2,2017-09-10T22:32:00Z,52.754683,-9.703683,Westwave MK3,291.1,25.7,7.97,11.884122,10.48,9.524,15.38,0
2,2017-09-10T23:02:00Z,52.754683,-9.703683,Westwave MK3,295.3,20.3,8.55,12.342267,10.94,10.0,14.29,0
2,2017-09-10T23:32:00Z,52.754683,-9.703683,Westwave MK3,284.1,23.8,8.14,11.751925,10.39,9.524,13.33,0
2,2017-09-11T00:02:00Z,52.754683,-9.703683,Westwave MK3,291.1,27.1,8.28,11.851525,10.49,9.524,14.29,0
2,2017-09-11T00:32:00Z,52.754683,-9.703683,Westwave MK3,286.9,22.6,7.97,12.067557,10.6,9.524,15.38,0
2,2017-09-11T01:02:00Z,52.754683,-9.703683,Westwave MK3,286.9,27.2,8.85,12.050748,10.69,9.756,15.38,0
2,2017-09-11T01:32:00Z,52.754683,-9.703683,Westwave MK3,300.9,16.6,8.54,12.519032,11.16,10.0,15.38,0
2,2017-09-11T02:02:00Z,52.754683,-9.703683,Westwave MK3,292.5,22.9,8.74,12.324787,11.05,10.0,15.38,0
2,2017-09-11T02:32:00Z,52.754683,-9.703683,Westwave MK3,295.3,21.5,7.94,12.377603,10.89,9.756,13.33,0
2,2017-09-11T03:02:00Z,52.754683,-9.703683,Westwave MK3,292.5,22.4,7.63,12.326418,10.86,9.756,15.38,0
2,2017-09-11T03:32:00Z,52.754683,-9.703683,Westwave MK3,299.5,21.4,7.89,12.156146,10.56,9.524,14.29,0
2,2017-09-11T04:02:00Z,52.754683,-9.703683,Westwave MK3,291.1,30.8,7.16,11.315206,9.93,9.091,15.38,0
2,2017-09-11T04:32:00Z,52.754683,-9.703683,Westwave MK3,305.2,26.2,7.36,11.815823,10.39,9.302,15.38,0
2,2017-09-11T05:02:00Z,52.754683,-9.703683,Westwave MK3,292.5,26.2,7.35,11.730625,10.24,9.302,15.38,0
2,2017-09-11T05:32:00Z,52.754683,-9.703683,Westwave MK3,298.1,22.8,7.33,11.867025,10.42,9.524,15.38,0
2,2017-09-11T06:02:00Z,52.754683,-9.703683,Westwave MK3,299.5,26.1,6.97,11.730625,10.24,9.302,15.38,0
2,2017-09-11T06:32:00Z,52.754683,-9.703683,Westwave MK3,295.3,25.3,7.7,11.851525,10.49,9.524,15.38,0
2,2017-09-11T07:02:00Z,52.754683,-9.703683,Westwave MK3,288.3,24.1,7.45,11.569961,10.25,9.302,14.29,0
2,2017-09-11T07:32:00Z,52.754683,-9.703683,Westwave MK3,293.9,21.3,6.88,11.538563,10.09,9.091,15.38,0
2,2017-09-11T08:02:00Z,52.754683,-9.703683,Westwave MK3,292.5,17.9,7.18,11.65098,10.31,9.302,14.29,0
2,2017-09-11T08:32:00Z,52.754683,-9.703683,Westwave MK3,292.5,24.7,6.64,10.982402,9.66,8.696,14.29,0
2,2017-09-11T09:02:00Z,52.754683,-9.703683,Westwave MK3,295.3,22.2,6.86,11.285343,9.9,8.889,14.29,0
2,2017-09-11T09:32:00Z,52.754683,-9.703683,Westwave MK3,299.5,23.1,5.98,10.850541,9.42,8.511,14.29,0
2,2017-09-11T10:02:00Z,52.754683,-9.703683,Westwave MK3,299.5,17.1,6.11,11.033602,9.69,8.696,14.29,0
2,2017-09-11T10:32:00Z,52.754683,-9.703683,Westwave MK3,291.1,28.5,5.84,10.750591,9.47,8.511,13.33,0
2,2017-09-11T11:02:00Z,52.754683,-9.703683,Westwave MK3,302.3,25.7,6.22,11.10767,9.7,8.696,14.29,0
2,2017-09-11T11:32:00Z,52.754683,-9.703683,Westwave MK3,295.3,27.1,6.47,10.712803,9.56,8.696,13.33,0
2,2017-09-11T12:02:00Z,52.754683,-9.703683,Westwave MK3,298.1,22.9,5.64,10.693714,9.37,8.511,13.33,0
2,2017-09-11T12:32:00Z,52.754683,-9.703683,Westwave MK3,291.1,28.8,5.24,10.529114,9.14,8.163,12.5,0
2,2017-09-11T13:02:00Z,52.754683,-9.703683,Westwave MK3,296.7,25.0,5.85,11.049345,9.77,8.889,14.29,0
2,2017-09-11T13:32:00Z,52.754683,-9.703683,Westwave MK3,289.7,30.4,5.18,10.002574,8.74,8.0,11.76,0
2,2017-09-11T14:02:00Z,52.754683,-9.703683,Westwave MK3,303.8,27.1,5.37,10.518793,9.28,8.333,12.5,0
2,2017-09-11T14:32:00Z,52.754683,-9.703683,Westwave MK3,300.9,19.9,5.85,10.279359,9.21,8.511,11.76,0
5,2017-09-10T18:32:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,284.1,22.9,7.6,11.112686,9.94,9.091,13.33,0
5,2017-09-10T19:02:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,284.1,30.3,8.25,11.544918,10.31,9.524,14.29,0
5,2017-09-10T19:32:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,282.7,18.2,8.73,12.350143,11.16,10.256,14.29,0
5,2017-09-10T20:02:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,282.7,35.8,7.53,11.491626,10.15,9.302,13.33,0
5,2017-09-10T20:32:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,281.3,36.5,7.88,11.941172,10.58,9.524,14.29,0
5,2017-09-10T21:02:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,278.4,15.7,9.53,12.829957,11.62,10.526,14.29,0
5,2017-09-10T21:32:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,272.8,24.2,9.36,12.978533,11.79,10.811,14.29,0
5,2017-09-10T22:02:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,275.6,20.5,9.11,13.108269,11.73,10.526,15.38,0
5,2017-09-10T22:32:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,281.3,27.3,8.15,12.474424,11.03,10.0,15.38,0
5,2017-09-10T23:02:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,267.2,25.3,9.07,12.96401,11.67,10.526,15.38,0
5,2017-09-10T23:32:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,279.8,24.4,7.72,12.822796,11.23,10.0,15.38,0
5,2017-09-11T00:02:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,281.3,21.2,9.37,12.957552,11.6,10.526,15.38,0
5,2017-09-11T00:32:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,281.3,20.4,8.47,12.925315,11.44,10.256,16.67,0
5,2017-09-11T01:02:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,278.4,24.1,7.57,12.650676,11.1,10.0,14.29,0
5,2017-09-11T01:32:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,275.6,22.7,8.89,12.88658,11.55,10.526,15.38,0
5,2017-09-11T02:02:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,285.5,25.7,7.66,12.104579,10.68,9.756,14.29,0
5,2017-09-11T02:32:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,288.3,25.5,7.84,12.650676,11.1,10.0,15.38,0
5,2017-09-11T03:02:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,282.7,23.9,7.11,12.07501,10.5,9.524,16.67,0
5,2017-09-11T03:32:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,285.5,20.9,6.97,11.932317,10.27,9.091,15.38,0
5,2017-09-11T04:02:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,289.7,25.5,7.79,12.334995,10.89,9.756,15.38,0
5,2017-09-11T04:32:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,279.8,27.9,7.4,12.295411,10.7,9.524,15.38,0
5,2017-09-11T05:02:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,281.3,24.1,6.44,11.64241,10.0,8.889,15.38,0
5,2017-09-11T05:32:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,284.1,25.7,6.53,11.730625,10.24,9.302,15.38,0
5,2017-09-11T06:02:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,296.7,33.2,6.6,11.895969,10.32,9.302,14.29,0
5,2017-09-11T06:32:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,295.3,31.6,6.26,11.306049,9.77,8.696,14.29,0
5,2017-09-11T07:02:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,289.7,25.5,6.71,11.555557,10.15,9.091,14.29,0
5,2017-09-11T07:32:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,296.7,33.6,6.77,11.116437,9.88,9.091,14.29,0
5,2017-09-11T08:02:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,285.5,21.9,6.1,11.193443,9.7,8.696,14.29,0
5,2017-09-11T08:32:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,285.5,29.9,6.3,11.346519,9.94,8.889,14.29,0
5,2017-09-11T09:02:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,282.7,19.6,6.18,11.050708,9.75,8.696,12.5,0
5,2017-09-11T09:32:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,282.7,25.1,6.01,11.016615,9.63,8.696,14.29,0
5,2017-09-11T10:02:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,293.9,30.9,5.86,10.457673,9.24,8.333,12.5,0
5,2017-09-11T10:32:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,286.9,23.6,6.24,10.85876,9.6,8.696,13.33,0
5,2017-09-11T11:02:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,275.6,27.8,5.64,10.670937,9.39,8.511,13.33,0
5,2017-09-11T11:32:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,277.0,29.3,5.79,10.560011,9.3,8.511,14.29,0
5,2017-09-11T12:02:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,279.8,19.1,6.07,10.742701,9.59,8.696,13.33,0
5,2017-09-11T12:32:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,277.0,19.2,5.78,10.344124,9.19,8.333,11.11,0
5,2017-09-11T13:02:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,272.8,25.7,5.65,10.33956,9.1,8.333,13.33,0
5,2017-09-11T13:32:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,284.1,25.9,5.66,10.356725,9.16,8.333,13.33,0
5,2017-09-11T14:02:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,281.3,21.9,5.51,10.277048,9.08,8.163,11.76,0
5,2017-09-11T14:32:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,284.1,22.7,5.63,10.560011,9.3,8.333,13.33,0
5,2017-09-11T15:02:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,282.7,26.1,5.38,10.230044,8.99,8.163,12.5,0
5,2017-09-11T15:32:00Z,54.267977,-10.2781,Belmullet Wave Buoy Berth A,278.4,28.4,5.27,10.399822,9.01,8.0,13.33,0
